username,location,tweetcreatedts,retweetcount,text,hashtags
heather_c_c,Derbyshire,2021-01-30 19:40:36,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
DwyerSage,Somewhere,2021-01-30 19:39:37,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
crystalbeam,,2021-01-30 19:38:31,571,"Dr. Hooman Noorchashm says FDA, Pfizer + Moderna must consider danger #COVID #vaccines pose to recently convalescent or asymptomatic carriers of SARS-CoV-2—especially the elderly, frail or anyone with significant cardiovascular risk factors. #TheDefender 

https://t.co/EBm9SF1K0f","[{'text': 'COVID', 'indices': [91, 97]}, {'text': 'vaccines', 'indices': [98, 107]}]"
UKBreturn,South West,2021-01-30 19:34:11,9,"""Researchers have found elevated levels of a biomarker related to blood vessel damage in children with a #COVID19 infection, even if they had minimal or no symptoms.""
#schoolsreopening #schools #coronavirus #COVID #MakeSchoolsSafe #CovidUK #LongCovidKids
https://t.co/9s1tMTRHRA","[{'text': 'COVID19', 'indices': [122, 130]}]"
mokamievva,,2021-01-30 19:32:23,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
SSPAEvents,"Stafford, England",2021-01-30 19:30:14,0,"Coventry Gotta Dance 2021 
Wed 24th November
Albany Theatre - All ages. 
email admin@sspa-events.com or 07793891029 
https://t.co/iiqsKHXdSF  #Coventry #Dance #Show #Street #Ballet  #Theatre #MusicalTheatre  #Showcase #Warwickshire #Schools #DanceGroups #2021  #Covid Free https://t.co/3MoIU4NStj","[{'text': 'Coventry', 'indices': [142, 151]}, {'text': 'Dance', 'indices': [152, 158]}, {'text': 'Show', 'indices': [159, 164]}, {'text': 'Street', 'indices': [165, 172]}, {'text': 'Ballet', 'indices': [173, 180]}, {'text': 'Theatre', 'indices': [182, 190]}, {'text': 'MusicalTheatre', 'indices': [191, 206]}, {'text': 'Showcase', 'indices': [208, 217]}, {'text': 'Warwickshire', 'indices': [218, 231]}, {'text': 'Schools', 'indices': [232, 240]}, {'text': 'DanceGroups', 'indices': [241, 253]}, {'text': 'Covid', 'indices': [261, 267]}]"
KristaMilich,"St. Louis, MO",2021-01-30 19:30:06,0,Looking for good examples of publications with (easy to understand) bad science around COVID-19 (e.g. the Gautret et al. 2020 Hydroxychloroquine paper in which they excluded treated participants that got very sick or died). For a large undergrad class. Please help! THANKS! #COVID,"[{'text': 'COVID', 'indices': [274, 280]}]"
proxli,Silver Spring MD,2021-01-30 19:26:40,0,"Loads of tweets recently about how it is okay if you didn’t accomplish much or meet your goals during the pandemic. Sometimes though, it is not okay when you don’t meet your goals! #coronavirus #COVID https://t.co/MTTJFzTk2h","[{'text': 'coronavirus', 'indices': [181, 193]}, {'text': 'COVID', 'indices': [194, 200]}]"
GlobalClarity1,South East,2021-01-30 19:25:07,0,"@POLITICOEurope Or, is it an overestimate?
Deaths are recorded as “WITH Covid”, not cause of death WAS ‘#covid ‘

It is likely that there have been far fewer deaths because of #COVID","[{'text': 'covid', 'indices': [104, 110]}, {'text': 'COVID', 'indices': [176, 182]}]"
Dominika_Art,"Stockholm, Sweden",2021-01-30 19:24:48,0,I gotta admit since I got interested into politik I understood soo many things becouse before #covid I was soo uninterested. Like I never watch or read anything but since that change I really do understand all of that mechanisms and who is doing good who is not #covid19 #politic,"[{'text': 'covid', 'indices': [94, 100]}, {'text': 'covid19', 'indices': [262, 270]}, {'text': 'politic', 'indices': [271, 279]}]"
Gumdrop1956,US,2021-01-30 19:24:34,0,"I don't feel like reading this article, so I'm going to use it as a picket sign or something...

#COVID is bad, m'kay?

https://t.co/PLEHIYW9IK","[{'text': 'COVID', 'indices': [97, 103]}]"
nealberk,Currently Dallas area,2021-01-30 19:22:25,0,Has #Twitter changed what can be reported? I see nothing on how to report false #COVID or #Election information.🟥🟥🟥,"[{'text': 'Twitter', 'indices': [4, 12]}, {'text': 'COVID', 'indices': [80, 86]}, {'text': 'Election', 'indices': [90, 99]}]"
alistair_sloan,Scotland,2021-01-30 19:21:26,1,"Beware of #COVID-19 Vaccination 💉 scams

Your GP surgery may:

▪️ contact you by phone 📞 to book your vaccination appointment, or
▪️ may send you an SMS text📱inviting you to logon to a secure website to do that

That link will likely begin with:

https://t.co/XUCCEQbaww...","[{'text': 'COVID', 'indices': [24, 30]}]"
David_Dvorkin,"Denver, Colorado",2021-01-30 19:17:29,0,"#COVID arm, an itchy rash that develops a week or so after you get the #Moderna vaccine. It's harmless and rare but looks alarming. I got it and was alarmed, but Dr. Google calmed me down. Be forewarned.","[{'text': 'COVID', 'indices': [0, 6]}, {'text': 'Moderna', 'indices': [71, 79]}]"
rvbservices,Alpes-Maritimes,2021-01-30 19:17:26,0,"🤬What the Hell is the difference in travelling with #pcrtest INSIDE #EU or OUT of #Europe !!? Holy ***, where is the logic?! #UE is NOT #COVID-free!!!! @LovesNotTourism #loveisnottourismfrance #LoveIsNotTourism #LoveIsEssential #travelban #LiftTheTravelBan @EURightsAgency https://t.co/gjoC0qI146","[{'text': 'pcrtest', 'indices': [52, 60]}, {'text': 'EU', 'indices': [68, 71]}, {'text': 'Europe', 'indices': [82, 89]}, {'text': 'UE', 'indices': [125, 128]}, {'text': 'COVID', 'indices': [136, 142]}, {'text': 'loveisnottourismfrance', 'indices': [169, 192]}, {'text': 'LoveIsNotTourism', 'indices': [193, 210]}, {'text': 'LoveIsEssential', 'indices': [211, 227]}, {'text': 'travelban', 'indices': [228, 238]}, {'text': 'LiftTheTravelBan', 'indices': [239, 256]}]"
Davidao882,,2021-01-30 19:17:03,1,Eminem is the greatest rapper of all time. If you think differently you dont know anything about rap. It takes a closed mind or a veggie brain to bot fuck with Barshall. #rap #Eminem #lyricism #lyrics #depression #anxiety #AnxietyRelief #angst #wizardry #that #COVID #trap,"[{'text': 'rap', 'indices': [170, 174]}, {'text': 'Eminem', 'indices': [175, 182]}, {'text': 'lyricism', 'indices': [183, 192]}, {'text': 'lyrics', 'indices': [193, 200]}, {'text': 'depression', 'indices': [201, 212]}, {'text': 'anxiety', 'indices': [213, 221]}, {'text': 'AnxietyRelief', 'indices': [222, 236]}, {'text': 'angst', 'indices': [237, 243]}, {'text': 'wizardry', 'indices': [244, 253]}, {'text': 'that', 'indices': [254, 259]}, {'text': 'COVID', 'indices': [260, 266]}, {'text': 'trap', 'indices': [267, 272]}]"
docneilb,"Yateley, Hampshire",2021-01-30 19:15:38,1,"Beware of #COVID-19 Vaccination 💉 scams

Your GP surgery may:

▪️ contact you by phone 📞 to book your vaccination appointment, or
▪️ may send you an SMS text📱inviting you to logon to a secure website to do that

That link will likely begin with:

https://t.co/XUCCEQbaww...","[{'text': 'COVID', 'indices': [10, 16]}]"
wornoutmackem,"Sunderland, England",2021-01-30 19:15:08,0,@janey1000 My wife works for the #NHS so that’s why she got hers. I think I’ll be a month or 2 away yet #COVIDVaccination #COVID,"[{'text': 'NHS', 'indices': [33, 37]}, {'text': 'COVIDVaccination', 'indices': [104, 121]}, {'text': 'COVID', 'indices': [122, 128]}]"
Gabber07,Netherlands,2021-01-30 19:10:50,0,"New #COVID19 cases January 29 2021:
23 countries with 5000 or more new #COVIDー19 cases

Source:
https://t.co/YJCOFqNQ4h

#Corona #coronavirus #COVID__19 #CoronavirusPandemic #COVID19India #COVID19de #Covid_19 #CoronavirusUSA #SARSCoV2 #COVID #CoronaVaccine #Covid19UK #lockdown https://t.co/JugMDhJO1F","[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'COVIDー19', 'indices': [71, 80]}, {'text': 'Corona', 'indices': [121, 128]}, {'text': 'coronavirus', 'indices': [129, 141]}, {'text': 'COVID__19', 'indices': [142, 152]}, {'text': 'CoronavirusPandemic', 'indices': [153, 173]}, {'text': 'COVID19India', 'indices': [174, 187]}, {'text': 'COVID19de', 'indices': [188, 198]}, {'text': 'Covid_19', 'indices': [199, 208]}, {'text': 'CoronavirusUSA', 'indices': [209, 224]}, {'text': 'SARSCoV2', 'indices': [225, 234]}, {'text': 'COVID', 'indices': [235, 241]}, {'text': 'CoronaVaccine', 'indices': [242, 256]}, {'text': 'Covid19UK', 'indices': [257, 267]}, {'text': 'lockdown', 'indices': [268, 277]}]"
halameer78,Abu Dhabi ,2021-01-30 19:09:06,21,Don’t insult us in Dubai as a people. We know how to stay safe. Don’t preach to the converted. Perhaps you should focus on your homeland where the situation is out of control. Preach there. #COVID-19  #comment @mehermurshed https://t.co/wbpTFIpGmU,[]
di_daisyistand,"Southern Colorado, USA",2021-01-30 19:07:38,1,"How many patients were killed with morphine or fentanyl (#euthanasia) but reported as ""#covid-related"" (an ethical no-no) for the stat money? How many INTENTIONALLY manipulated #DNR ""covid""? (Who ""hhappened"" to be recently diagnosed w likes of alzheimers)? #endlockdowns","[{'text': 'euthanasia', 'indices': [77, 88]}, {'text': 'covid', 'indices': [107, 113]}]"
abholymoly,,2021-01-30 19:06:44,8,"@mikegalsworthy @cgiAlexis @dgmoore75 An infant can understand it. The simple clear message of #Covid. We have to work together throughout the world to beat it. Sadly, many politicians are struggling with the concept, even locally. You don't need to understand 'efficacy' or 'epidemiology' to understand the cost!","[{'text': 'Covid', 'indices': [109, 115]}]"
catherinstauber,"Boston, MA ",2021-01-30 19:05:54,0,"evidence-based #pandemic fashion for ✈️:

-#MaskUp (N95/KN95/KF94) 😷
-double mask!! (surgical or 3-layer cloth) 👯‍♀️
-face shield 🛡🦠
-hand sanitizer &amp; alcohol wipes 🧼
-proof of a neg #COVID test 💯

✨bonus✨thread masks through pigtails to rest your ears https://t.co/LfUmrPSmbO","[{'text': 'pandemic', 'indices': [15, 24]}, {'text': 'MaskUp', 'indices': [43, 50]}, {'text': 'COVID', 'indices': [187, 193]}]"
Damelisajane,,2021-01-30 19:05:52,4,@ACORNunion @karinsmyth @ThangamMP @MarvinJRees This is completely unacceptable. Why has #Bristol city council ignored this family? Please look into this and anyone from #Bristol or the #houseboat community please retweet #evicted #COVID https://t.co/ZJoxanSbyJ,"[{'text': 'Bristol', 'indices': [89, 97]}, {'text': 'Bristol', 'indices': [170, 178]}, {'text': 'houseboat', 'indices': [186, 196]}, {'text': 'evicted', 'indices': [222, 230]}, {'text': 'COVID', 'indices': [231, 237]}]"
DonSuths88,,2021-01-30 19:05:29,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
Jojoharvey8,"Dereham, England",2021-01-30 19:02:40,0,#notmycat has not left my #COVID19 bedside I think he's waiting for me to cack it so he can either take my soul or eat me #cat #COVID #Quarantine #sickness https://t.co/lHgtfHvA42,"[{'text': 'notmycat', 'indices': [0, 9]}, {'text': 'COVID19', 'indices': [26, 34]}, {'text': 'cat', 'indices': [122, 126]}, {'text': 'COVID', 'indices': [127, 133]}, {'text': 'Quarantine', 'indices': [134, 145]}, {'text': 'sickness', 'indices': [146, 155]}]"
abby_nette,Louisiana,2021-01-30 18:58:09,1,Is it possible to get the Corona virus vaccine and NOT tell everyone you got the Corona virus vaccine? Or is it like crossfitters and vegans where you just can’t help but tell everyone about it? Asking for a friend... #COVID #CoronavirusVaccine #sideeffectdiarheaofthemouth,[]
KatAnne81725597,,2021-01-30 18:58:09,571,"Dr. Hooman Noorchashm says FDA, Pfizer + Moderna must consider danger #COVID #vaccines pose to recently convalescent or asymptomatic carriers of SARS-CoV-2—especially the elderly, frail or anyone with significant cardiovascular risk factors. #TheDefender 

https://t.co/EBm9SF1K0f","[{'text': 'COVID', 'indices': [91, 97]}, {'text': 'vaccines', 'indices': [98, 107]}]"
PDWriter,UK,2021-01-30 18:56:26,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
mikehakata,,2021-01-30 18:54:01,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
CllrEjiofor,"Tottenham, Haringey",2021-01-30 18:53:03,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
livingjoyful,United States,2021-01-30 18:51:23,0,@NeikkaT @AtherRob @WWG1WAGG Everyone that talks projects spittle.  Maybe stop talking or wear a mask. #COVID   https://t.co/YdS5IQMOEF,"[{'text': 'COVID', 'indices': [103, 109]}]"
MSOswald,"The Whitewater District of Boise, ID",2021-01-30 18:50:12,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
John242Ti,Western Washington state,2021-01-30 18:48:38,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
ighubash,Dubai,2021-01-30 18:47:16,6,"Just because we are getting back on our feet and winning the battle against the virus, are you jealous? Every dirham is hard earned. At least respect that. #COVID-19 #comment https://t.co/wbpTFIpGmU",[]
chadnibb,"Sacramento, CA",2021-01-30 18:47:05,0,It’s strange to me that the media can report on the South Africa variant or the UK variant of #COVID but it’s not ok to call it the #ChinaVirus. What’s the difference?,"[{'text': 'COVID', 'indices': [94, 100]}, {'text': 'ChinaVirus', 'indices': [132, 143]}]"
orr_bridget,London,2021-01-30 18:46:51,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
BullintheSchul,,2021-01-30 18:46:40,0,Let’s focus on a different number than 66% for $JNJ shot. 85% effective against severe covid disease and 100% effective against hospitalization or death. It’s one shot. Give some credit and don’t scare people away. #johnsonandjohnson #covid,"[{'text': 'johnsonandjohnson', 'indices': [215, 233]}, {'text': 'covid', 'indices': [234, 240]}]"
WiegmanRoy,The Netherlands,2021-01-30 18:46:21,3,@pritipatel I'll tell you what is deeply offending to many taxpayers. It's placing migrants into #Covid cesspits. It's plastic patriotism and bullies that offends taxpayers. It's people we pay who should have resigned or been sacked a long time ago. Just go. Take Britain back from Bigots.,"[{'text': 'Covid', 'indices': [111, 117]}]"
di_daisyistand,"Southern Colorado, USA",2021-01-30 18:44:56,0,"Understand, when #casemanagers SWARM to promote #DNRs or #physicianassistedsuicide or #euthanasia they have called the God-damned thing a #covid ""death"". No exaggeration. And, lousy, unethical #medicine, #stats, and reporting! But, they achieved their ""count""!","[{'text': 'casemanagers', 'indices': [17, 30]}, {'text': 'DNRs', 'indices': [48, 53]}, {'text': 'physicianassistedsuicide', 'indices': [57, 82]}, {'text': 'euthanasia', 'indices': [86, 97]}, {'text': 'covid', 'indices': [138, 144]}, {'text': 'medicine', 'indices': [193, 202]}, {'text': 'stats', 'indices': [204, 210]}]"
3ME3YARQUEVI,,2021-01-30 18:43:57,24,"If OJ die in the next month or so after getting a #Covid “vaccine” (it’s not a vaccine. Like by definition)

We ALL agree that shits packaged death. Fair?","[{'text': 'Covid', 'indices': [64, 70]}]"
BeeganChic,,2021-01-30 18:40:02,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
OneYearWorld,"Santa Monica, California",2021-01-30 18:40:00,0,"You Deserve A Getaway!  2 Hours from L.A. 

Lake view house for California getaways, outdoor fun, or #RemoteWork

Sequoias, Kern River, Lake Isabella, Kernville

#LosAngeles #California #SantaMonica #sequoias #COVID19 #COVID #writerslift #ActorsLife #WeHo

https://t.co/E4vtQM49nc","[{'text': 'RemoteWork', 'indices': [101, 112]}, {'text': 'LosAngeles', 'indices': [162, 173]}, {'text': 'California', 'indices': [174, 185]}, {'text': 'SantaMonica', 'indices': [186, 198]}, {'text': 'sequoias', 'indices': [199, 208]}, {'text': 'COVID19', 'indices': [209, 217]}, {'text': 'COVID', 'indices': [218, 224]}, {'text': 'writerslift', 'indices': [225, 237]}, {'text': 'ActorsLife', 'indices': [238, 249]}, {'text': 'WeHo', 'indices': [250, 255]}]"
mattwhiteski,"Tottenham, London",2021-01-30 18:38:57,28,"If you're struggling to meet your household costs, due to #COVID-19 or other circumstances, do not suffer alone, there is support available. If eligible, we could help you with payments towards your rent: https://t.co/u7JmfSbVUn

Please spread the word #HaringeyHereToHelp https://t.co/dNKgDaiRFU","[{'text': 'COVID', 'indices': [79, 85]}]"
di_daisyistand,"Southern Colorado, USA",2021-01-30 18:37:00,1,"How many patients were killed with morphine or fentanyl (#euthanasia) but reported as ""#covid-related"" (an ethical no-no) for the stat money? How many INTENTIONALLY manipulated #DNR ""covid""? (Who ""hhappened"" to be recently diagnosed w likes of alzheimers)? #endlockdowns","[{'text': 'euthanasia', 'indices': [57, 68]}, {'text': 'covid', 'indices': [87, 93]}, {'text': 'DNR', 'indices': [177, 181]}, {'text': 'endlockdowns', 'indices': [257, 270]}]"
fahdahfahd,United Kingdom,2021-01-30 18:36:59,6,"Just because we are getting back on our feet and winning the battle against the virus, are you jealous? Every dirham is hard earned. At least respect that. #COVID-19 #comment https://t.co/wbpTFIpGmU",[]
HYGIEIA4Health,United States,2021-01-30 18:35:05,0,"The blocc face mask is worn easily with any other mask or glasses.

Order here:  https://t.co/uzIw57CQbK

#bloccfacemask #covidprevention #backtowork #pandemiclife #covid19prevention #backtonormal #backtoschool #fashion #publichealth #covid https://t.co/mzkRkZyiYx","[{'text': 'bloccfacemask', 'indices': [106, 120]}, {'text': 'covidprevention', 'indices': [121, 137]}, {'text': 'backtowork', 'indices': [138, 149]}, {'text': 'pandemiclife', 'indices': [150, 163]}, {'text': 'covid19prevention', 'indices': [164, 182]}, {'text': 'backtonormal', 'indices': [183, 196]}, {'text': 'backtoschool', 'indices': [197, 210]}, {'text': 'fashion', 'indices': [211, 219]}, {'text': 'publichealth', 'indices': [220, 233]}, {'text': 'covid', 'indices': [234, 240]}]"
ssupqwerty,,2021-01-30 18:34:56,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
JustMeBeingMe4,"Manchester, England",2021-01-30 18:32:23,1,"@WHO states that ""A #COVID19 death is defined for surveillance purposes as a death resulting from a clinically compatible illness in a probable or confirmed #COVID-19 case unless there is a clear alternative cause of death that cannot be related to #COVID19 disease.","[{'text': 'COVID19', 'indices': [41, 49]}]"
gulf_news,United Arab Emirates,2021-01-30 18:31:03,6,"Just because we are getting back on our feet and winning the battle against the virus, are you jealous? Every dirham is hard earned. At least respect that. #COVID-19 #comment https://t.co/wbpTFIpGmU","[{'text': 'COVID', 'indices': [156, 162]}, {'text': 'comment', 'indices': [166, 174]}]"
SSPAEvents,"Stafford, England",2021-01-30 18:30:16,0,"MIDDLESBROUGH Gotta Dance 2021 
 22nd Nov
 Middlesbrough Theatre - All ages. 
email admin@sspa-events.com or 07793891029
 https://t.co/iiqsKHXdSF 
 #Middlesbrough #Dance #Show #Street #Ballet  #Theatre #MusicalTheatre  #Showcase #Yorkshire #Schools #DanceGroups   #Covid Free https://t.co/O3hFYbQfC5","[{'text': 'Middlesbrough', 'indices': [148, 162]}, {'text': 'Dance', 'indices': [163, 169]}, {'text': 'Show', 'indices': [170, 175]}, {'text': 'Street', 'indices': [176, 183]}, {'text': 'Ballet', 'indices': [184, 191]}, {'text': 'Theatre', 'indices': [193, 201]}, {'text': 'MusicalTheatre', 'indices': [202, 217]}, {'text': 'Showcase', 'indices': [219, 228]}, {'text': 'Yorkshire', 'indices': [229, 239]}, {'text': 'Schools', 'indices': [240, 248]}, {'text': 'DanceGroups', 'indices': [249, 261]}, {'text': 'Covid', 'indices': [264, 270]}]"
_aitrys,mind palace.,2021-01-30 18:28:17,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
Caitrionakelly4,,2021-01-30 18:27:47,3,"Coming up from 7 on @lbc - 

- If you’re a parent or carer currently #homeeducating, how did #Boris’ open letter make you feel? Seen? Supported? Or like kicking a snowman in the head?

- And, what are *you* doing in the fight back against #lockdown scepticism &amp; #COVID conspiracy? https://t.co/yDlXYD7MtW","[{'text': 'homeeducating', 'indices': [88, 102]}, {'text': 'Boris', 'indices': [112, 118]}]"
COTriadConnect,"Denver, CO",2021-01-30 18:27:22,0,A future where access to an iPad or phone in the hospital room to see family members there for comfort will be a staple....  What #Covid Taught me about Stepping Up: #Service and Sacrifice for Something that Matters #adopteevoices #AWAKEInfluencerForum2021 https://t.co/ii1qlxP1Je,"[{'text': 'Covid', 'indices': [130, 136]}, {'text': 'Service', 'indices': [166, 174]}, {'text': 'adopteevoices', 'indices': [216, 230]}, {'text': 'AWAKEInfluencerForum2021', 'indices': [231, 256]}]"
stevexe42,,2021-01-30 18:27:21,3,"Coming up from 7 on @lbc - 

- If you’re a parent or carer currently #homeeducating, how did #Boris’ open letter make you feel? Seen? Supported? Or like kicking a snowman in the head?

- And, what are *you* doing in the fight back against #lockdown scepticism &amp; #COVID conspiracy? https://t.co/yDlXYD7MtW","[{'text': 'homeeducating', 'indices': [88, 102]}, {'text': 'Boris', 'indices': [112, 118]}]"
_NatashaDevon,London,2021-01-30 18:26:06,3,"Coming up from 7 on @lbc - 

- If you’re a parent or carer currently #homeeducating, how did #Boris’ open letter make you feel? Seen? Supported? Or like kicking a snowman in the head?

- And, what are *you* doing in the fight back against #lockdown scepticism &amp; #COVID conspiracy? https://t.co/yDlXYD7MtW","[{'text': 'homeeducating', 'indices': [69, 83]}, {'text': 'Boris', 'indices': [93, 99]}, {'text': 'lockdown', 'indices': [239, 248]}, {'text': 'COVID', 'indices': [266, 272]}]"
annmarcos1,Ireland,2021-01-30 18:25:29,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
PhilipRadbourne,UK,2021-01-30 18:25:28,1,"‘They Need Us [the U.K.] More Than We Need Them [the #EU] Etc.’

. . . or maybe not - as #Britain suffers the largest #economic hit from #Covid in the G7.

Well done, #EUQuitters . . . https://t.co/8jng6r1Rb2","[{'text': 'EU', 'indices': [70, 73]}, {'text': 'Britain', 'indices': [106, 114]}]"
GinaAndwae,Wherever life takes me,2021-01-30 18:24:42,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
Linda_Mtoba,Durban,2021-01-30 18:22:27,2,"NEW EPISODE ALERT: To vaccinate or to vaccinate? In this episode, host @Linda_Mtoba  talks about #vaccinations with paediatrician @DrEnricoMaraschin, and registered nurse and midwife Nicole Tshimanga. Watch it now!
 https://t.co/JLgZwM1RMA 
#herdimmunity #Covid #vaccine https://t.co/JkHtVKapkp","[{'text': 'vaccinations', 'indices': [114, 127]}]"
PsyAlchemy,"Oregon, USA",2021-01-30 18:21:22,0,"@CBSNews This is the kind of thing that many will fear, and may cause division. With supporting evidence of past atrocities by our government, fears are not unfounded or irrational.

We do NOT need soldiers and troops, with weapons and riot gear. We need #UBI &amp; #M4A

#COVID #vaccines","[{'text': 'UBI', 'indices': [255, 259]}, {'text': 'M4A', 'indices': [266, 270]}, {'text': 'COVID', 'indices': [272, 278]}, {'text': 'vaccines', 'indices': [279, 288]}]"
ukmanimal100,"Wales, United Kingdom",2021-01-30 18:21:10,0,"@CMOWales Cheers Dr Hank, better late than never.

How about #ivermectin ? Is that effective at reducing #covid hospitalizations or not?","[{'text': 'ivermectin', 'indices': [61, 72]}, {'text': 'covid', 'indices': [105, 111]}]"
asymcaelpaso,"El Paso, Texas",2021-01-30 18:19:51,0,"#Win a Kindle Fire through the ASYMCA Art &amp; Essay #Contest by submitting your creative art or written word telling the story of how your family has been impacted by #COVID-19!  Add  El Paso in submission!! 

Learn more at https://t.co/Lc31LxtMyB
 #militarykids @asymca https://t.co/wzNqRC4x11","[{'text': 'Win', 'indices': [0, 4]}, {'text': 'Contest', 'indices': [54, 62]}, {'text': 'COVID', 'indices': [169, 175]}, {'text': 'militarykids', 'indices': [251, 264]}]"
FlourishFP,"Dallas, TX",2021-01-30 18:18:00,1,"Business Owners or friends of #Business #Owners, you can download our #COVID business owner guide for #free (without providing an email address) on our website. Grab a copy for yourself or forward it to a friend! https://t.co/ejI7AAv64Z https://t.co/uVw8UDHT0k","[{'text': 'Business', 'indices': [46, 55]}, {'text': 'Owners', 'indices': [56, 63]}, {'text': 'COVID', 'indices': [86, 92]}, {'text': 'free', 'indices': [118, 123]}]"
Kiddo00722,earth,2021-01-30 18:17:33,72,"@marixaza @AimanPsikologi For those in need of basic food supply, can come at MyKampung Fresh Mart seksyen 24 Shah Alam to get it for free.

Or, can apply financial aid in the link below:-

https://t.co/EXK2KbvnjK

Anyone can apply regardless their race and religion. 

#COVID https://t.co/uxErx4fFVp",[]
TBerham,,2021-01-30 18:17:00,68,"4/ The vaccine clinical trials showed no meaningful reduction in #Covid or all-cause mortality AND included almost no one at very high risk from #Covid (over 75s with comorbidities).

Aside from that, everything is fine, nothing to see here.

HOPE IS NOT EVIDENCE.","[{'text': 'Covid', 'indices': [83, 89]}]"
Cotto34,,2021-01-30 18:16:17,7,The EU is behaving appallingly. They have a dispute with a private company; nothing to do with brexit or the U.K.  Then triggering #Article16 of the Northern Ireland agreement is beyond unacceptable. Avoid a border at all costs. I thought they supported that. #euvaccine #covid,[]
